Year since Katrina,Affected by Katrina,Rural-urban Continuum Code ,Urban Influence Code,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Personal income (thousands of dollars), Net earnings by place of residence, Personal current transfer receipts,  Income maintenance benefits,  Unemployment insurance compensation,  Retirement and other," Dividends, interest, and rent", Population (persons), Per capita personal income, Per capita net earnings, Per capita personal current transfer receipts,  Per capita income maintenance benefits,  Per capita unemployment insurance compensation,  Per capita retirement and other," Per capita dividends, interest, and rent", Earnings by place of work,  Wages and salaries,  Supplements to wages and salaries,   Employer contributions for employee pension and insurance funds,   Employer contributions for government social insurance,  Proprietors' income,   Farm proprietors' income,   Nonfarm proprietors' income,Total employment (number of jobs), Wage and salary employment, Proprietors employment,  Farm proprietors employment,  Nonfarm proprietors employment,Average earnings per job (dollars), Average wages and salaries, Average nonfarm proprietors' income,Patent Grants
10,1,6,3,15.8,30,39.2,15,1886275,1095902,546482,51147,2230,493105,243891,54941,34333,19947,9947,931,41,8975,4439,575135,381718,95563,67436,28127,97854,4913,92941,17840,11384,6456,667,5789,32239,33531,16055,7
10,1,5,8,11.9,21.1,24.4,42.6,1548104,904233,336117,41616,2247,292254,307754,49480,31287,18275,6793,841,45,5907,6220,1093327,790366,218068,159490,58578,84893,687,84206,28775,23546,5229,333,4896,37996,33567,17199,8
10,1,4,5,12.8,32.2,32.1,22.9,1730681,995801,446614,61268,2368,382978,288266,47510,36428,20960,9400,1290,50,8061,6067,1236126,928211,246018,172281,73737,61897,332,61565,26838,21916,4922,187,4735,46059,42353,13002,2
10,1,4,5,17.8,31.1,32.6,18.4,2507348,1394575,745566,68849,2513,674204,367207,68366,36675,20399,10906,1007,37,9862,5371,1754997,1231830,306534,217636,88898,216633,50307,166326,38118,30611,7507,776,6731,46041,40241,24710,2
10,1,5,8,15.3,30.7,30.4,23.6,2111934,1187535,536777,66818,2833,467126,387622,59574,35451,19934,9010,1122,48,7841,6507,1583592,1187331,291398,197901,93497,104863,-6291,111154,34737,28122,6615,342,6273,45588,42221,17719,3
10,1,5,8,21.2,30.6,29.2,19,1632091,841506,543846,106441,3037,434368,246739,47952,34036,17549,11341,2220,63,9058,5146,924446,661024,159294,108491,50803,104128,-33949,138077,24145,19140,5005,239,4766,38287,34536,28971,4
10,1,3,2,13.3,27.6,32.3,26.7,2755630,1493700,708531,76432,3324,628775,553399,75643,36429,19747,9367,1010,44,8312,7316,2408598,1717663,419924,292111,127813,271011,504,270507,51599,43254,8345,302,8043,46679,39711,33633,9
10,1,5,8,13.8,30.7,35.4,20.1,2763431,1515938,741940,87737,3655,650548,505553,78275,35304,19367,9479,1121,47,8311,6459,1927538,1389995,339690,230261,109429,197853,2313,195540,45704,37472,8232,303,7929,42174,37094,24661,3
10,1,5,8,16.8,25.9,33.9,23.5,3180648,1987731,709725,75212,3758,630755,483192,84730,37539,23460,8376,888,44,7444,5703,2897085,2171478,462058,296650,165408,263549,537,263012,66094,55883,10211,434,9777,43833,38858,26901,8
10,1,2,2,10.3,26.2,34.3,29.2,6371093,4304280,1155868,81553,4721,1069594,910945,149374,42652,28815,7738,546,32,7161,6098,3977298,2742969,588214,385462,202752,646115,28412,617703,88263,68202,20061,560,19501,45062,40218,31675,9
10,1,1,1,10.6,29.5,36.4,23.5,6409023,4639138,1074954,101838,6515,966601,694931,173084,37028,26803,6211,588,38,5585,4015,2894399,2082062,441323,283306,158017,371014,1495,369519,80488,59584,20904,371,20533,35961,34943,17996,22
10,1,2,2,12.2,31.6,35.6,20.7,5003862,3028811,1140012,111632,6557,1021823,835039,141236,35429,21445,8072,790,46,7235,5912,3612077,2656668,714742,511629,203113,240667,-7665,248332,67598,53916,13682,341,13341,53435,49274,18614,2
10,1,2,2,13,29.2,35.6,22.2,7116900,3923760,1712077,194068,8067,1509942,1481063,200521,35492,19568,8538,968,40,7530,7386,5291341,3854249,996526,688380,308146,440566,-512,441078,120405,97200,23205,267,22938,43946,39653,19229,9
10,1,2,2,13.7,25.1,32.5,28.6,9295616,5211990,2178385,345756,10481,1822148,1905241,243665,38149,21390,8940,1419,43,7478,7819,8501873,6064226,1454920,1005889,449031,982727,5390,977337,170893,135730,35163,853,34310,49750,44679,28485,4
0,0,9,12,25.3,49,20.9,4.9,93830,83026,5694,577,464,4653,5110,2787,33667,29790,2043,207,166,1670,1834,98232,59942,20144,14283,5861,18146,0,18146,2248,1829,419,0,419,43698,32773,43308,0
0,0,8,7,8.3,30.4,38.6,22.7,84382,55994,18698,1239,495,16964,9690,1834,46010,30531,10195,676,270,9250,5284,109053,79698,21304,13988,7316,8051,0,8051,2334,2044,290,0,290,46724,38991,27762,0
0,0,9,10,11.1,31.1,34,23.8,78294,47187,15978,1393,584,14001,15129,2280,34339,20696,7008,611,256,6141,6636,50681,29474,10241,7634,2607,10966,0,10966,1642,1029,613,0,613,30865,28643,17889,0
0,0,9,12,23.4,33.9,26.3,16.4,154657,110656,25556,4522,993,20041,18445,4841,31947,22858,5279,934,205,4140,3810,126794,85928,29772,22970,6802,11094,0,11094,3502,2552,950,0,950,36206,33671,11678,0
0,0,7,11,9.4,25.3,35.8,29.5,345455,240021,44697,3368,1270,40059,60737,8994,38409,26687,4970,374,141,4454,6753,272775,168325,55541,42433,13108,48909,0,48909,6497,4677,1820,0,1820,41985,35990,26873,0
0,0,7,11,14.2,36.5,33.1,16.3,237456,152560,42369,3030,1323,38016,42527,6233,38097,24476,6798,486,212,6099,6823,169677,87076,32493,25710,6783,50108,0,50108,4314,2643,1671,0,1671,39332,32946,29987,0
0,0,7,11,22.6,35.1,25.4,17,292881,222878,33371,4659,1459,27253,36632,8190,35761,27213,4075,569,178,3328,4473,815749,671482,135971,88745,47226,8296,0,8296,9498,9235,263,0,263,85886,72711,31544,0
0,0,8,7,13.2,35.1,33.5,18.2,222264,153980,39294,4966,1594,32734,28990,6530,34037,23580,6017,760,244,5013,4440,181683,132726,35079,24660,10419,13878,0,13878,3552,2710,842,0,842,51149,48976,16482,0
0,0,8,7,25.7,39.4,20.7,14.2,177185,93415,57212,9115,1710,46387,26558,6000,29531,15569,9535,1519,285,7731,4426,110763,75480,33443,29065,4378,1840,0,1840,2736,2242,494,0,494,40484,33666,3725,2
0,0,7,8,14.6,31.3,35.3,18.7,492218,356850,59854,6310,2196,51348,75514,13105,37560,27230,4567,481,168,3918,5762,420864,254332,84947,63614,21333,81585,0,81585,8801,6545,2256,0,2256,47820,38859,36164,0
0,0,9,11,11.5,29.9,37.4,21.2,382678,279047,47379,4364,2208,40807,56252,9914,38600,28147,4779,440,223,4116,5674,331325,223996,69817,53026,16791,37512,0,37512,6861,4982,1879,0,1879,48291,44961,19964,1
0,0,7,11,25.2,38.1,22,14.7,281075,180801,72975,12048,2211,58716,27299,9338,30100,19362,7815,1290,237,6288,2923,198775,133688,52762,43445,9317,12325,0,12325,4528,3858,670,0,670,43899,34652,18396,1
0,0,7,8,10.4,29.7,39.8,20.2,584490,405379,80605,8276,2408,69921,98506,13298,43953,30484,6061,622,181,5258,7408,454150,278288,92155,70716,21439,83707,0,83707,9770,7461,2309,0,2309,46484,37299,36252,1
0,0,7,11,29,38.6,19.3,13.1,469315,305687,123402,23539,4032,95831,40226,16728,28056,18274,7377,1407,241,5729,2405,346113,235377,92620,75976,16644,18116,0,18116,8648,7224,1424,0,1424,40022,32583,12722,0
0,0,5,8,6.8,22,35.2,36,1362620,994658,133886,13310,4383,116193,234076,31003,43951,32083,4318,429,141,3748,7550,1109264,737762,263854,213918,49936,107648,-4835,112483,22422,18208,4214,15,4199,49472,40519,26788,0
0,0,7,11,11.5,31.8,36.4,20.3,1725295,1157069,283882,26302,9858,247722,284344,51590,33442,22428,5503,510,191,4802,5512,1127743,713767,226604,173479,53125,187372,705,186667,29140,18909,10231,99,10132,38701,37747,18424,2
0,0,3,2,8.2,25.5,39.3,27,3317349,2333788,423342,40012,12142,371188,560219,90431,36684,25807,4681,442,134,4105,6195,2697293,1928394,631032,477163,153869,137867,5094,132773,55121,45952,9169,174,8995,48934,41965,14761,2
0,0,2,2,11.9,31.3,38.6,18.3,2404906,1787232,314730,34449,12470,267811,302944,74409,32320,24019,4230,463,168,3599,4071,1037797,621543,195930,145940,49990,220324,6661,213663,28615,18752,9863,227,9636,36268,33145,22173,2
0,0,2,2,9.7,24.2,37.2,28.9,12242781,8892658,1378901,147602,37071,1194228,1971222,276494,44279,32162,4987,534,134,4319,7129,10690545,7197869,2050914,1473581,577333,1441762,0,1441762,192116,159538,32578,0,32578,55646,45117,44256,23
0,0,8,7,34.3,38.3,19.3,8,273725,169701,70959,7943,612,62404,33065,11467,23871,14799,6188,693,53,5442,2883,86906,57217,15980,11400,4580,13709,3009,10700,2823,2001,822,179,643,30785,28594,16641,0
0,0,8,4,37.1,35.8,17.8,9.2,352641,234886,79459,6977,660,71822,38296,14368,24543,16348,5530,486,46,4999,2665,162265,87453,23978,17410,6568,50834,27178,23656,4574,3062,1512,298,1214,35476,28561,19486,0
0,0,9,10,34,37.8,20.4,7.8,365469,229611,90244,7962,718,81564,45614,14077,25962,16311,6411,566,51,5794,3240,204852,128989,34945,24886,10059,40918,25274,15644,6383,4940,1443,359,1084,32093,26111,14432,0
0,0,8,6,39.9,29,19.9,11.2,372764,241203,89561,10304,758,78499,42000,13699,27211,17607,6538,752,55,5730,3066,204280,91805,26348,19373,6975,86127,69185,16942,5289,3669,1620,506,1114,38624,25022,15208,0
0,0,3,2,33.3,29.1,23.5,14.1,439910,280575,99830,11847,803,87180,59505,16752,26260,16749,5959,707,48,5204,3552,219840,144390,36568,25287,11281,38882,16410,22472,6651,5025,1626,338,1288,33054,28734,17447,0
0,0,9,11,32.3,38.1,20.3,9.2,307208,169194,99808,14673,805,84330,38206,13421,22890,12607,7437,1093,60,6283,2847,187754,132790,35845,25733,10112,19119,6021,13098,6082,4622,1460,318,1142,30870,28730,11469,1
0,0,6,6,33.9,35,21.9,9.2,398807,228866,114366,11884,867,101615,55575,18030,22119,12694,6343,659,48,5636,3082,194122,135132,41675,31223,10452,17315,3047,14268,6842,5603,1239,319,920,28372,24118,15509,0
0,0,6,6,39.5,35.2,17.5,7.7,203463,110410,63207,11394,882,50931,29846,11011,18478,10027,5740,1035,80,4625,2711,125967,82224,24271,17980,6291,19472,9566,9906,4065,3410,655,219,436,30988,24113,22720,1
0,0,2,2,35.7,33.4,19.9,11,301603,190453,77158,17161,986,59011,33992,12397,24329,15363,6224,1384,80,4760,2742,171649,107200,30751,22335,8416,33698,19896,13802,4705,3499,1206,336,870,36482,30637,15864,0
0,0,3,2,34.4,32,25,8.7,658259,405616,167406,16668,1115,149623,85237,25988,25329,15608,6442,641,43,5757,3280,263634,148154,44313,33144,11169,71167,42996,28171,9733,6617,3116,865,2251,27087,22390,12515,0
0,0,8,6,36.5,34.9,18.9,9.7,582650,357320,143364,14060,1287,128017,81966,25031,23277,14275,5727,562,51,5114,3275,219328,145123,40622,29699,10923,33583,6510,27073,7838,5627,2211,501,1710,27983,25790,15832,0
0,0,6,5,30,25,26.3,18.8,467546,263981,131534,25006,1308,105220,72031,22388,20884,11791,5875,1117,58,4700,3217,269769,185402,62033,48112,13921,22334,5964,16370,8744,6850,1894,308,1586,30852,27066,10322,1
0,0,6,6,32.2,34.5,22.9,10.4,510244,296464,143873,18523,1477,123873,69907,20830,24496,14233,6907,889,71,5947,3356,276782,185405,50338,35936,14402,41039,12172,28867,9523,7410,2113,384,1729,29065,25021,16696,0
0,0,6,5,30.9,30,20.6,18.4,842621,520347,186553,24544,1528,160481,135721,30772,27383,16910,6062,798,50,5215,4411,607150,399390,109373,78896,30477,98387,44038,54349,17950,14690,3260,549,2711,33825,27188,20048,2
0,0,6,4,38.1,32,19.9,10,539941,330888,136751,14976,1533,120242,72302,22658,23830,14604,6035,661,68,5307,3191,249776,154442,42374,29891,12483,52960,25861,27099,8544,6242,2302,507,1795,29234,24742,15097,0
0,0,6,6,35.3,32.4,21.3,10.9,668851,407303,156982,25518,1546,129918,104566,28027,23865,14533,5601,910,55,4635,3731,471674,310902,87366,63522,23844,73406,35818,37588,14363,12006,2357,475,1882,32840,25896,19972,0
0,0,6,5,26.8,26.2,27.6,19.3,1357326,838573,251637,23225,1992,226420,267116,45604,29763,18388,5518,509,44,4965,5857,628404,405794,108243,77624,30619,114367,51997,62370,20570,15956,4614,758,3856,30550,25432,16175,2
0,0,6,6,31.5,34.7,23.2,10.6,855000,484203,218936,27855,2014,189067,151861,37601,22739,12877,5823,741,54,5028,4039,558263,393397,106735,77639,29096,58131,16961,41170,16968,13833,3135,393,2742,32901,28439,15015,2
0,0,6,6,29.9,32.9,23,14.1,1105929,640322,269039,27355,2075,239609,196568,40857,27068,15672,6585,670,51,5865,4811,559105,394933,102111,71157,30954,62061,2710,59351,19702,16200,3502,316,3186,28378,24379,18629,0
0,0,7,9,31.6,33,23.2,12.2,923271,530513,254126,23717,2118,228291,138632,37204,24816,14260,6831,637,57,6136,3726,564461,377729,98851,70817,28034,87881,32840,55041,18431,14581,3850,877,2973,30626,25906,18514,0
0,0,6,6,37.9,30.5,21.9,9.7,772628,490917,186938,18080,2128,166730,94773,30968,24949,15852,6036,584,69,5384,3060,469923,292801,84739,61976,22763,92383,46121,46262,15253,11832,3421,780,2641,30809,24747,17517,0
0,0,1,1,33.8,35.8,20.5,9.9,1030158,702364,212978,22468,2144,188366,114816,41946,24559,16744,5077,536,51,4491,2737,403479,257016,68422,49257,19165,78041,7935,70106,13146,9789,3357,537,2820,30692,26256,24860,2
0,0,4,5,22.2,29.2,34.6,14,1396673,906249,264148,32168,2222,229758,226276,49050,28474,18476,5385,656,45,4684,4613,1422017,937196,303123,227443,75680,181698,27092,154606,26842,23366,3476,410,3066,52977,40109,50426,1
0,0,2,2,21.3,33.8,26.9,18,1428996,991111,225497,26934,2259,196304,212388,49676,28766,19952,4539,542,45,3952,4275,519013,346796,87768,61988,25780,84449,16614,67835,17404,12524,4880,324,4556,29821,27691,14889,1
0,0,1,1,29.6,36,24.8,9.6,1331674,921153,260864,22715,2347,235802,149657,54624,24379,16864,4776,416,43,4317,2740,446783,258836,68489,48965,19524,119458,33475,85983,15068,10120,4948,1122,3826,29651,25577,22473,0
0,0,3,2,34.4,39.4,18.7,7.5,831109,569960,183511,19252,2479,161780,77638,34435,24136,16552,5329,559,72,4698,2255,356826,230045,57230,40739,16491,69551,30968,38583,11142,7035,4107,1332,2775,32025,32700,13904,0
0,0,6,5,35.8,32.1,22.5,9.5,857194,532839,217385,27317,2621,187447,106970,35279,24298,15104,6162,774,74,5313,3032,451380,331348,83741,57354,26387,36291,4122,32169,14564,11954,2610,263,2347,30993,27719,13706,0
0,0,2,2,33.5,33,23.8,9.7,1219001,766107,288849,41423,3164,244262,164045,49731,24512,15405,5808,833,64,4912,3299,553016,396447,100854,72025,28829,55715,6865,48850,17069,13899,3170,225,2945,32399,28523,16587,1
0,0,2,2,22.4,33.8,27.2,16.6,2097692,1443425,351880,38101,3188,310591,302387,72978,28744,19779,4822,522,44,4256,4144,758480,496963,129278,91158,38120,132239,5390,126849,25684,17468,8216,520,7696,29531,28450,16482,4
0,0,1,1,28.7,34.6,25.6,11.1,1972841,1382036,351081,32108,3295,315678,239724,72596,27176,19037,4836,442,45,4348,3302,723161,467567,120669,85093,35576,134925,18540,116385,24218,17203,7015,522,6493,29860,27179,17925,1
0,0,1,1,32.8,34.7,23.3,9.1,1932848,1102180,490145,39749,3358,447038,340523,68500,28217,16090,7155,580,49,6526,4971,821487,553264,145234,104142,41092,122989,19592,103397,25669,20323,5346,491,4855,32003,27224,21297,0
0,0,4,5,29.7,33.6,22.9,13.9,1078746,577524,323144,61896,3412,257836,178078,44434,24277,12997,7272,1393,77,5803,4008,690476,491559,130219,92224,37995,68698,21604,47094,20797,17414,3383,427,2956,33201,28228,15932,1
0,0,6,5,33,34.9,21.7,10.4,1406672,909019,297261,27637,3536,266088,200392,53332,26376,17045,5574,518,66,4989,3757,808665,534090,144838,102665,42173,129737,51254,78483,25202,18747,6455,1219,5236,32087,28489,14989,1
0,0,6,6,36.2,34,21.5,8.3,1606262,1043610,368250,37872,3890,326488,194402,67794,23693,15394,5432,559,57,4816,2868,1016990,687786,175342,121457,53885,153862,70981,82881,33581,25340,8241,1942,6299,30285,27142,13158,1
0,0,2,2,25.5,32.5,25.1,16.9,1953325,1346438,324559,30668,3945,289946,282328,71303,27395,18883,4552,430,55,4066,3960,1300591,943854,234040,163344,70696,122697,33458,89239,32090,24567,7523,1081,6442,40529,38420,13853,15
0,0,4,5,30.6,30.5,25,13.9,2299551,1462327,480328,46025,4093,430210,356896,86516,26579,16902,5552,532,47,4973,4125,1532999,1039224,277727,198402,79325,216048,44229,171819,50941,39673,11268,1424,9844,30094,26195,17454,5
0,0,3,2,23.5,30.4,27.7,18.4,2963681,1902707,515707,61958,4367,449382,545267,93903,31561,20262,5492,660,47,4786,5807,2265990,1648255,401678,280246,121432,216057,20145,195912,62471,52717,9754,642,9112,36273,31266,21500,4
0,0,4,5,30.3,34.4,24,11.2,2067005,1333754,482130,58298,4740,419092,251121,81546,25348,16356,5912,715,58,5139,3080,1517876,1133314,286403,204123,82280,98159,24998,73161,38341,33100,5241,502,4739,39589,34239,15438,1
0,0,3,2,25.9,32.3,28.4,13.4,2680162,1627499,671239,60390,5554,605295,381424,103174,25977,15774,6506,585,54,5867,3697,1601571,1139146,284383,197351,87032,178042,11164,166878,50115,40177,9938,829,9109,31958,28353,18320,3
0,0,3,2,18.6,26.7,26.8,27.9,3241980,2196964,448474,56510,6016,385948,596542,126133,25703,17418,3556,448,48,3060,4729,2064747,1491002,409407,297808,111599,164338,-991,165329,63934,52441,11493,282,11211,32295,28432,14747,18
0,0,3,2,26.1,32.2,26.4,15.2,3141469,1864481,699108,68810,6138,624160,577880,114477,27442,16287,6107,601,54,5452,5048,2267243,1644653,456062,333065,122997,166528,12324,154204,63108,53171,9937,585,9352,35926,30931,16489,6
0,0,3,2,23.7,30.3,27.6,18.4,3349234,2208763,581193,50476,6357,524360,559278,113964,29389,19381,5100,443,56,4601,4907,2360190,1720032,433558,304945,128613,206600,34367,172233,63805,51806,11999,1165,10834,36991,33201,15897,5
0,0,1,1,13.2,23,27.1,36.8,7007234,5326827,582649,38598,7160,536891,1097758,171691,40813,31026,3394,225,42,3127,6394,3975665,2893097,623411,418303,205108,459157,4893,454264,94978,74666,20312,382,19930,41859,38747,22793,35
0,0,2,2,19.7,24.3,27.4,28.5,7586340,4656772,1197971,198749,11975,987247,1731597,223608,33927,20826,5357,889,54,4415,7744,7148048,5286320,1371801,976647,395154,489927,52727,437200,175066,150183,24883,527,24356,40831,35199,17950,9
0,0,2,2,14.6,21.9,29.2,34.3,10713604,7328934,1248962,112191,15291,1121480,2135708,301474,35537,24310,4143,372,51,3720,7084,10012693,7685959,1828058,1257491,570567,498676,19019,479657,212599,181313,31286,946,30340,47097,42391,15809,100
0,0,9,10,32,40.6,19,8.4,163644,84990,56306,5018,656,50632,22348,8110,20178,10480,6943,619,81,6243,2756,77710,39010,11367,8403,2964,27333,2021,25312,3820,1889,1931,558,1373,20343,20651,18436,0
0,0,9,8,29.8,37.8,20.6,11.8,163961,92335,50787,5857,685,44245,20839,8467,19365,10905,5998,692,81,5226,2461,57025,26968,8488,6445,2043,21569,6797,14772,2985,1363,1622,568,1054,19104,19786,14015,0
0,0,9,8,31.3,43.5,17.9,7.3,128532,84417,32173,3456,689,28028,11942,5675,22649,14875,5669,609,121,4939,2104,166150,128126,31978,22025,9953,6046,1111,4935,3992,3610,382,97,285,41621,35492,17316,1
0,0,6,6,34.6,37.2,19.8,8.4,235146,143948,64499,7466,792,56241,26699,10976,21424,13115,5876,680,72,5124,2432,138028,72622,19398,13929,5469,46008,29305,16703,4764,3134,1630,579,1051,28973,23172,15892,0
0,0,8,7,34.7,36,19.8,9.5,193271,115652,54083,7097,908,46078,23536,8042,24033,14381,6725,882,113,5730,2927,96428,44966,11684,8017,3667,39778,31322,8456,2548,1813,735,263,472,37845,24802,17915,0
0,0,9,10,31.2,39.2,19.6,10.1,262312,166773,62082,5600,926,55556,33457,11216,23387,14869,5535,499,83,4953,2983,145564,79372,20913,14533,6380,45279,25941,19338,4676,3266,1410,371,1039,31130,24303,18612,0
0,0,7,8,30.9,39.2,19.1,10.7,229616,135676,68193,6886,941,60366,25747,9479,24224,14313,7194,726,99,6368,2716,124271,79985,19818,13617,6201,24468,14137,10331,3970,2933,1037,355,682,31303,27271,15148,0
0,0,2,2,26.2,41.4,21.3,11.1,254227,169097,59930,5679,960,53291,25200,10356,24549,16328,5787,548,93,5146,2433,73275,33114,9111,6567,2544,31050,11452,19598,2957,1409,1548,383,1165,24780,23502,16822,0
0,0,9,9,27.8,39,22.7,10.5,225261,115382,79319,6674,1014,71631,30560,12127,18575,9514,6541,550,84,5907,2520,84951,45391,13577,10072,3505,25983,10881,15102,3901,2123,1778,679,1099,21777,21381,13742,0
0,0,6,6,33.2,41.1,16.1,9.6,198997,111807,64302,6916,1044,56342,22888,8589,23169,13017,7487,805,122,6560,2665,127883,96881,24080,16127,7953,6922,1326,5596,4217,3570,647,102,545,30326,27138,10268,0
0,0,2,2,32.2,38.9,18.9,10.1,358554,247971,70813,7539,1074,62200,39770,14714,24368,16853,4813,512,73,4227,2703,176641,88807,23624,16830,6794,64210,37820,26390,6357,3618,2739,1178,1561,27787,24546,16906,0
0,0,9,9,32,38.5,19.8,9.8,245801,118279,85434,7355,1094,76985,42088,11909,20640,9932,7174,618,92,6464,3534,123193,68442,18416,13075,5341,36335,12234,24101,5131,3072,2059,553,1506,24010,22279,16003,0
0,0,8,7,30.2,39.2,21.8,8.8,196281,110805,57565,4832,1131,51602,27911,9358,20975,11841,6151,516,121,5514,2983,86783,44825,12497,8869,3628,29461,16028,13433,3269,2035,1234,390,844,26547,22027,15916,1
0,0,6,6,26.6,38.2,25.4,9.9,311655,195903,80530,7685,1194,71651,35222,13114,23765,14938,6141,586,91,5464,2686,230261,166804,37569,25666,11903,25888,10840,15048,5872,4452,1420,412,1008,39213,37467,14929,1
0,0,9,10,26.7,36.5,25.1,11.7,287243,147997,97971,7336,1236,89399,41275,13524,21240,10943,7244,542,91,6610,3052,135334,78662,21798,15791,6007,34874,11667,23207,5632,3308,2324,615,1709,24029,23779,13579,0
0,0,7,11,35.4,33.8,21.6,9.2,366448,248409,84285,9786,1260,73239,33754,16298,22484,15242,5171,600,77,4494,2071,255678,163227,43441,30079,13362,49010,34039,14971,7616,6379,1237,540,697,33571,25588,21479,0
0,0,9,10,24,38.3,27.3,10.4,344317,174043,109132,9114,1285,98733,61142,16464,20913,10571,6629,554,78,5997,3714,158409,102660,31328,23118,8210,24421,5959,18462,6525,4347,2178,439,1739,24277,23616,10616,0
0,0,7,9,29.3,37.9,21.2,11.6,350786,235664,79292,8188,1326,69778,35830,14025,25011,16803,5654,584,95,4975,2555,346284,220365,57284,39538,17746,68635,48761,19874,9792,8232,1560,547,1013,35364,26769,19619,0
0,0,8,7,31.8,38.8,20.4,9,207742,126961,57386,5007,1329,51050,23395,9046,22965,14035,6344,554,147,5643,2586,93607,48866,11839,8136,3703,32902,21136,11766,3091,2002,1089,403,686,30284,24409,17152,0
0,0,2,2,28.9,35.4,24.7,11,426523,266334,102157,9434,1384,91339,58032,18073,23600,14737,5652,522,77,5054,3211,232937,137663,40579,30222,10357,54695,34776,19919,7113,5030,2083,706,1377,32748,27368,14466,1
0,0,8,7,28.4,36.8,23.3,11.5,358078,174988,124223,9151,1598,113474,58867,16869,21227,10373,7364,542,95,6727,3490,158177,97427,25751,18326,7425,34999,5793,29206,6208,4082,2126,528,1598,25480,23867,18277,0
