Year since Katrina,Affected by Katrina,Rural-urban Continuum Code ,Urban Influence Code,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Personal income (thousands of dollars), Net earnings by place of residence, Personal current transfer receipts,  Income maintenance benefits,  Unemployment insurance compensation,  Retirement and other," Dividends, interest, and rent", Population (persons), Per capita personal income, Per capita net earnings, Per capita personal current transfer receipts,  Per capita income maintenance benefits,  Per capita unemployment insurance compensation,  Per capita retirement and other," Per capita dividends, interest, and rent", Earnings by place of work,  Wages and salaries,  Supplements to wages and salaries,   Employer contributions for employee pension and insurance funds,   Employer contributions for government social insurance,  Proprietors' income,   Farm proprietors' income,   Nonfarm proprietors' income,Total employment (number of jobs), Wage and salary employment, Proprietors employment,  Farm proprietors employment,  Nonfarm proprietors employment,Average earnings per job (dollars), Average wages and salaries, Average nonfarm proprietors' income,Patent Grants
1,0,7,8,35.4,40.8,15.4,8.4,544585,330094,150438,19344,2993,128101,64053,24838,21925,13290,6057,779,121,5157,2579,202431,121492,39051,29915,9136,41888,4472,37416,8287,4872,3415,1119,2296,24428,24937,16296,3
5,0,2,2,10,27.9,34.7,27.4,4369176,2827329,946210,104024,64441,777745,595637,137466,31784,20567,6883,757,469,5658,4333,1456283,1030377,262255,181692,80563,163651,-262,163913,45153,31259,13894,351,13543,32252,32963,12103,23
9,0,9,9,9.2,47.5,28.8,14.4,356073,227859,77019,5120,660,71239,51195,8733,40773,26092,8819,586,76,8157,5862,162939,69851,22051,16567,5484,71037,55753,15284,4225,2207,2018,940,1078,38565,31650,14178,0
1,0,8,7,25,34.1,28.6,12.4,129359,71100,38554,5416,794,32344,19705,5277,24514,13474,7306,1026,150,6129,3734,87241,56995,16203,11701,4502,14043,5441,8602,2996,2235,761,314,447,29119,25501,19244,0
6,0,2,2,13.6,15.5,31.1,39.8,13302889,8885558,1705052,164346,143651,1397055,2712279,265103,50180,33517,6432,620,542,5270,10231,7754728,4234339,1174449,871366,303083,2345940,164756,2181184,138208,95796,42412,516,41896,56109,44202,52062,530
8,0,3,2,6.2,26.8,28.7,38.3,35636,228910,52342,6612,1157,44573,68301,6984,50051,32776,7495,947,166,6382,9780,93688,38391,12688,9255,3433,42609,6604,36005,2701,1289,1412,114,1298,34686,29784,27739,5
9,0,7,9,16.3,31.1,35.2,17.3,352272,193158,93032,18387,1469,73176,66082,15052,23404,12833,6181,1222,98,4862,4390,230100,163896,49912,36706,13206,16292,387,15905,6348,4510,1838,694,1144,36248,36341,13903,1
10,0,6,4,16,40.7,30.2,13.1,1091642,599225,282378,25194,3641,253543,210039,32822,33259,18257,8603,768,111,7725,6399,660775,474213,147378,114210,33168,39184,-19015,58199,15652,12190,3462,646,2816,42217,38902,20667,8
10,0,2,2,12.7,21.3,25.9,40.1,3805095,2131504,621847,38411,2152,581284,1051744,68418,55615,31154,9089,561,31,8496,15372,883247,552123,138216,94229,43987,192908,33627,159281,23941,15584,8357,929,7428,36893,35429,21443,29
1,0,6,5,12.9,41.2,22.4,23.6,538757,363050,100831,5196,1212,94423,74876,22698,23736,15995,4442,229,53,4160,3299,414718,273472,86360,67215,19145,54886,15972,38914,13438,9939,3499,1318,2181,30862,27515,17842,0
4,0,5,8,23,36.8,25.1,15.1,1564821,909473,379725,38844,12260,328621,275623,47421,32998,19179,8008,819,259,6930,5812,1168140,838584,200152,137507,62645,129404,-14333,143737,30404,23283,7121,1275,5846,38421,36017,24587,6
0,0,3,2,11.5,26.2,22.7,39.6,3533474,2291316,472209,34338,12639,425232,769949,128121,27579,17884,3686,268,99,3319,6010,2890152,2081769,608925,452942,155983,199458,700,198758,83544,70275,13269,446,12823,34594,29623,15500,20
9,0,1,1,12,25.2,33.3,29.5,15074714,10379525,2316229,212420,30498,2073311,2378960,313609,48068,33097,7386,677,97,6611,7586,7226039,4933278,1328441,1003170,325271,964320,-2636,966956,149462,109349,40113,550,39563,48347,45115,24441,99
6,0,9,12,26.1,38.4,21.4,14,181931,106464,42734,5212,823,36699,32733,8800,20674,12098,4856,592,94,4170,3720,83835,52429,17347,13485,3862,14059,8577,5482,2337,1786,551,187,364,35873,29356,15060,0
6,0,1,1,12.4,24.1,29.8,33.7,24588215,18340956,2642680,251706,93217,2297757,3604579,471438,52156,38904,5606,534,198,4874,7646,10642042,6518466,1265219,821842,443377,2858357,-7555,2865912,212932,143760,69172,1491,67681,49979,45343,42344,166
0,0,6,6,15.4,29,38.4,17.3,447987,277226,97808,9726,1342,86740,72953,24607,18206,11266,3975,395,55,3525,2965,254465,178069,57941,43273,14668,18455,-9022,27477,10797,7481,3316,699,2617,23568,23803,10499,7
3,0,6,6,27,39.6,23,10.5,1058958,632287,293234,28398,3416,261420,133437,35170,30110,17978,8338,807,97,7433,3794,535716,380159,87558,62525,25033,67999,-1541,69540,16209,11563,4646,838,3808,33051,32877,18262,0
1,0,7,8,5.3,18.9,30,45.8,2956940,573215,59856,2070,2245,55541,2323869,20014,147744,28641,2991,103,112,2775,116112,808887,684000,144412,75375,69037,-19525,1879,-21404,25714,18648,7066,104,6962,31457,36680,-3074,10
1,0,1,1,20.5,17.5,31.2,30.8,149663507,107737836,12280403,1354836,255084,10670483,29645268,2932261,51040,36742,4188,462,87,3639,10110,119780156,80617139,17880320,11672130,6208190,21282697,72231,21210466,2017131,1606739,410392,231,410161,59381,50174,51713,1852
10,0,7,8,15,39.6,28.7,16.7,889061,575062,157163,15340,2658,139165,156836,23563,37731,24405,6670,651,113,5906,6656,804083,538038,116644,77449,39195,149401,13109,136292,16492,11673,4819,883,3936,48756,46093,34627,1
0,0,9,12,15.3,38.1,30.2,16.4,131691,80602,27735,1951,268,25516,23354,4395,29964,18339,6311,444,61,5806,5314,88927,41801,12478,9350,3128,34648,28548,6100,2802,1820,982,331,651,31737,22968,9370,2
6,0,3,2,8.9,31.5,32,27.5,4885300,3060306,1002147,103142,38264,860741,822847,131470,37159,23278,7623,785,291,6547,6259,4139056,3054279,739210,491747,247463,345567,70986,274581,91173,77726,13447,743,12704,45398,39295,21614,23
4,0,2,2,15,44.1,28.2,12.7,555846,362027,117395,8199,2628,106568,76424,14972,37126,24180,7841,548,176,7118,5104,238483,128375,35831,25903,9928,74277,40996,33281,6774,4236,2538,661,1877,35206,30306,17731,1
4,0,6,3,14.3,46.9,24.1,14.7,1207979,777974,265898,22988,18884,224026,164107,38180,31639,20376,6964,602,495,5868,4298,823547,572946,142446,98414,44032,108155,34951,73204,19631,15528,4103,653,3450,41951,36898,21219,5
5,0,9,10,28.4,36.4,24.4,10.8,721922,365753,267199,31883,3511,231805,88970,24082,29978,15188,11095,1324,146,9626,3694,497941,379445,89482,62248,27234,29014,-554,29568,9762,8545,1217,99,1118,51008,44406,26447,0
4,0,9,10,20,39.2,24.2,16.6,247297,161895,48168,2389,1519,44260,37234,5781,42778,28005,8332,413,263,7656,6441,142314,54157,15723,11734,3989,72434,49741,22693,3117,1974,1143,375,768,45657,27435,29548,0
5,0,2,2,11.4,33.3,27.5,27.8,3422294,2066958,810461,85866,39855,684740,544875,98959,34583,20887,8190,868,403,6919,5506,2506249,1782265,489635,347637,141998,234349,28367,205982,56072,46326,9746,437,9309,44697,38472,22127,6
3,0,6,6,15.4,37,34,13.5,150518,87212,29328,1634,266,27428,33978,3761,40021,23189,7798,434,71,7293,9034,89490,47154,13358,9789,3569,28978,3959,25019,2504,1586,918,295,623,35739,29731,40159,0
9,0,6,6,19.2,41,26.1,13.6,1125919,543906,210782,16160,1335,193287,371231,20516,54880,26511,10274,788,65,9421,18095,603904,384207,87517,64012,23505,132180,-5482,137662,12857,8757,4100,1546,2554,46971,43874,53901,1
2,0,9,10,37.1,39.4,14.4,9.1,118153,56817,44660,3893,577,40190,16676,5053,23383,11244,8838,770,114,7954,3300,42692,26766,7942,5929,2013,7984,-2065,10049,1919,1079,840,338,502,22247,24806,20018,0
3,0,6,6,26.4,41,20.6,11.9,491127,305005,118118,10748,3165,104205,68004,17182,28584,17751,6875,626,184,6065,3958,419501,298851,81001,57385,23616,39649,11183,28466,11340,9141,2199,428,1771,36993,32693,16073,0
9,0,6,4,17,38.3,26.6,18.1,1263630,649786,248009,12159,1538,234312,365835,24789,50975,26213,10005,490,62,9452,14758,599177,395784,92328,66194,26134,111065,-1798,112863,17369,10135,7234,2546,4688,34497,39051,24075,1
4,0,1,1,19.8,30.8,28.1,21.3,6927995,4946161,999242,100352,93571,805319,982592,198533,34896,24914,5033,505,471,4056,4949,2871263,2018803,514882,356546,158336,337578,40541,297037,79640,56728,22912,918,21994,36053,35587,13505,21
10,0,1,1,10.9,25.3,33.9,30,8088461,5607717,1359882,133436,5904,1220542,1120862,196315,41201,28565,6927,680,30,6217,5710,4133593,2943459,698887,473136,225751,491247,26233,465014,95011,72920,22091,485,21606,43506,40366,21522,23
5,0,7,11,5.9,38.7,34.3,21.1,262214,138278,62581,4402,1698,56481,61355,7377,35545,18744,8483,597,230,7656,8317,154888,98319,28881,18674,10207,27688,15385,12303,4525,3008,1517,599,918,34229,32686,13402,0
7,0,9,10,14.9,34.5,34,16.5,47080,23012,9459,885,281,8293,14609,1326,35505,17354,7133,667,212,6254,11017,22827,17546,5073,3701,1372,208,-898,1106,978,570,408,71,337,23340,30782,3282,0
3,0,4,5,35.3,32.1,21.3,11.3,1276141,771697,357668,53357,11418,292893,146776,47037,27131,16406,7604,1134,243,6227,3120,1066414,792633,188071,125754,62317,85710,41137,44573,24677,21427,3250,287,2963,43215,36992,15043,1
10,0,6,3,14.7,43.4,28.4,13.4,1072199,665351,262969,25916,1757,235296,143879,31543,33992,21093,8337,822,56,7460,4561,513605,334130,88432,64458,23974,91043,2071,88972,13065,9091,3974,941,3033,39312,36754,29335,2
4,0,2,2,12.7,32.3,34.6,20.4,2345141,1628089,399698,29682,31214,338802,317354,65617,35740,24812,6091,452,476,5163,4836,977250,628806,174827,127223,47604,173617,25846,147771,28720,19963,8757,1182,7575,34027,31499,19508,12
6,0,3,2,10.6,40.5,31,17.9,396658,244152,86909,5330,1981,79598,65597,10666,37189,22891,8148,500,186,7463,6150,100577,52144,13774,10308,3466,34659,-2088,36747,3811,1698,2113,785,1328,26391,30709,27671,0
2,0,4,3,18.8,29.2,28.7,23.3,1779896,848075,359334,21531,1927,335876,572487,48352,36811,17540,7432,445,40,6946,11840,976562,626174,143213,100301,42912,207175,-81,207256,29655,19560,10095,1069,9026,32931,32013,22962,6
8,0,1,1,7.9,32.9,31.9,27.2,9849061,6648056,1823283,117503,37320,1668460,1377722,229885,42843,28919,7931,511,162,7258,5993,5790902,4190201,1097157,784511,312646,503544,14249,489295,122146,98539,23607,169,23438,47410,42523,20876,98
3,0,1,1,9.5,28.6,30.2,31.7,14936297,11028771,1557174,76487,30204,1450483,2350352,294996,50632,37386,5279,259,102,4917,7967,9238181,6533398,1421548,973301,448247,1283235,1744,1281491,193183,146861,46322,556,45766,47821,44487,28001,111
8,0,2,2,13.6,15.5,31.1,39.8,14551892,9699302,1802715,169688,95074,1537953,3049875,269395,54017,36004,6692,630,353,5709,11321,8315535,4499657,1270542,945813,324729,2545336,223610,2321726,144623,100908,43715,517,43198,57498,44592,53746,632
6,0,4,5,15.4,38,28,18.6,1732645,800350,623999,53577,11591,558831,308296,56522,30654,14160,11040,948,205,9887,5454,862983,519215,131884,91452,40432,211884,-4534,216418,25086,17385,7701,715,6986,34401,29866,30979,0
7,0,4,5,7.5,35.7,29.7,27.1,3101079,2143645,510067,44479,18471,447117,447367,75443,41105,28414,6761,590,245,5927,5930,2744830,1883437,460415,314262,146153,400978,31838,369140,51578,43772,7806,754,7052,53217,43028,52345,19
0,0,2,2,14.5,25.8,34.3,25.3,1958188,1284423,305862,25474,9700,270688,367903,68585,28551,18727,4460,371,141,3947,5364,856608,538266,167789,117844,49945,150553,24290,126263,27586,19409,8177,1254,6923,31052,27733,18238,15
6,0,3,2,9.1,31.3,40.1,19.4,1962561,1123050,377337,67560,17580,292197,462174,65089,30152,17254,5797,1038,270,4489,7101,2656028,1869929,752161,573816,178345,33938,1359,32579,42535,38558,3977,40,3937,62443,48497,8275,2
6,0,6,6,7.5,41.5,27.2,23.7,37036,303000,387,2171,3913,109967,72088,10087,47002,30039,7405,411,128,6865,9559,318751,152958,40456,28473,11983,125337,95482,29855,7264,5190,2074,792,1282,43881,29472,23288,6
3,0,9,12,19.2,37.7,30.2,13,281043,167451,62981,3403,1291,58287,50611,7342,38279,22807,8578,463,176,7939,6893,156613,71892,21204,15499,5705,63517,42015,21502,4346,2612,1734,787,947,36036,27524,22705,0
0,0,8,5,20.3,41,26,12.7,327645,224737,52769,4713,1102,46954,50139,11862,27621,18946,4449,397,93,3958,4227,173113,109694,28964,20735,8229,34455,15612,18843,5734,4086,1648,508,1140,30191,26846,16529,3
3,0,8,7,8.3,30.4,38.6,22.7,95265,58373,23379,1431,488,21460,13513,1803,52837,32375,12967,794,271,11902,7495,120013,91287,23412,15522,7890,5314,0,5314,2436,2109,327,0,327,49266,43284,16251,0
4,0,6,6,27.2,43.9,17.4,11.5,312995,161680,99087,9957,2647,86483,52228,13483,23214,11991,7349,738,196,6414,3874,173082,114976,28244,20481,7763,29862,2492,27370,6138,4025,2113,925,1188,28198,28565,23039,0
1,0,7,8,17.8,47.9,20.3,14,1309419,800028,315786,27625,11625,276536,193605,44309,29552,18056,7127,623,262,6241,4369,862754,576155,192320,144415,47905,94279,793,93486,22732,18540,4192,259,3933,37953,31076,23770,2
9,0,2,2,14.1,39.2,32.1,14.5,1851402,1103781,534674,50627,5767,478280,212947,61797,29959,17861,8652,819,93,7740,3446,1003952,731863,179114,118004,61110,92975,21909,71066,26603,20708,5895,792,5103,37738,35342,13926,3
5,0,1,1,11.5,34.8,33.8,20,3957638,2655634,840987,80007,46734,714246,461017,110568,35794,24018,7606,724,423,6460,4170,2672311,1777776,472324,337260,135064,422211,2336,419875,60486,50582,9904,503,9401,44181,35146,44663,8
5,0,2,2,12.2,28.2,35.3,24.3,1838967,938487,573886,49226,23612,501048,326594,58940,31201,15923,9737,835,401,8501,5541,867362,578749,154366,110592,43774,134247,2786,131461,24909,17815,7094,555,6539,34821,32487,20104,2
2,0,6,5,24.4,45.5,21.7,8.4,368764,235550,83760,5241,1295,77224,49454,13047,28264,18054,6420,402,99,5919,3790,181019,131572,37233,28112,9121,12214,1533,10681,4517,3310,1207,288,919,40075,39750,11622,1
2,0,1,1,11.2,36.4,27.7,24.8,6759224,4900976,803839,41061,18171,744607,1054409,168775,40049,29039,4763,243,108,4412,6247,3182348,2280378,576248,401265,174983,325722,1748,323974,84034,64054,19980,811,19169,37870,35601,16901,57
10,0,2,2,13.3,37.7,29.7,19.3,1975461,1101296,606205,45007,2788,558410,267960,52748,37451,20878,11492,853,53,10586,5080,1431009,1104838,215874,143564,72310,110297,-3145,113442,23959,19348,4611,464,4147,59727,57103,27355,6
2,0,7,9,12.1,20.7,38.4,28.9,523529,359192,40745,3957,2503,34285,123592,13678,38275,26261,2979,289,183,2507,9036,416964,263026,72079,51819,20260,81859,3722,78137,9956,7628,2328,74,2254,41881,34482,34666,4
9,0,1,1,15.2,35.3,30.1,19.5,1929654,1284962,332260,23929,3162,305169,312432,46143,41819,27847,7201,519,69,6614,6771,500305,276040,73091,54875,18216,151174,-277,151451,15947,8403,7544,2213,5331,31373,32850,28409,8
3,0,4,5,17.2,37.3,27.6,17.9,3334291,2126268,737299,72935,17811,646553,470724,98726,33773,21537,7468,739,180,6549,4768,2570777,1908977,509556,363852,145704,152244,27859,124385,50969,40451,10518,1476,9042,50438,47192,13756,59
7,0,8,7,9.5,41.2,35.6,13.7,268829,162159,51268,3061,1018,47189,55402,5865,45836,27649,8741,522,174,8046,9446,145449,57315,15927,11403,4524,72207,47704,24503,3109,1782,1327,534,793,46783,32163,30899,0
8,0,6,7,10.3,38.5,29.1,22.1,670548,405862,174359,16766,5091,152502,90327,18374,36494,22089,9489,912,277,8300,4916,308677,172556,67991,52281,15710,68130,14618,53512,7167,5085,2082,346,1736,43069,33934,30825,4
9,0,6,5,16.5,39.9,29.9,13.7,1107981,606041,322743,33183,2964,286596,179197,35505,31206,17069,9090,935,83,8072,5047,686481,437596,129715,93498,36217,119170,12444,106726,18649,13433,5216,1293,3923,36811,32576,27205,3
6,0,5,8,11.8,35.4,36.8,16.1,1386612,825856,351498,30942,9861,310695,209258,38463,36051,21471,9139,804,256,8078,5441,957304,642137,174348,127070,47278,140819,48369,92450,21678,18236,3442,440,3002,44160,35213,30796,1
7,0,2,2,12.2,28.2,35.3,24.3,1976791,977050,604912,52023,15683,537206,394829,58665,33696,16655,10311,887,267,9157,6730,892293,602865,157099,110369,46730,132329,1577,130752,25111,17797,7314,515,6799,35534,33875,19231,1
1,0,4,5,21.9,41.2,24.2,12.6,1213119,853878,203008,16586,4510,181912,156233,38978,31123,21907,5208,426,116,4667,4008,845463,549959,158800,120566,38234,136704,55085,81619,19851,15485,4366,1054,3312,42590,35516,24643,7
4,0,3,2,23.7,36.3,29,11.1,1126504,683485,306155,27626,10379,268150,136864,39084,28823,17488,7833,707,266,6861,3502,380113,225065,60052,44645,15407,94996,-11275,106271,13238,7511,5727,1463,4264,28714,29965,24923,0
9,0,1,1,13.8,31.3,30.6,24.3,1745325,1162091,305927,27853,3282,274792,277307,45027,38762,25809,6794,619,73,6103,6159,872633,601228,156604,107547,49057,114801,15152,99649,22261,16299,5962,1301,4661,39200,36887,21379,6
4,0,1,1,28.9,34.2,20.3,16.5,3197012,1986654,700367,92928,41061,566378,509991,110433,28950,17990,6342,841,372,5129,4618,1921860,1418936,366927,268116,98811,135997,25092,110905,52333,39282,13051,848,12203,36724,36122,9088,8
8,0,3,2,18.6,40.7,25.9,14.8,678891,425636,149431,13125,2145,134161,103824,17244,39370,24683,8666,761,124,7780,6021,320206,193283,43880,30328,13552,83043,7667,75376,8443,4711,3732,1307,2425,37926,41028,31083,0
7,0,6,6,14.1,36.5,27.4,22,1886344,1116774,457219,43295,19439,394485,312351,48601,38813,22978,9408,891,400,8117,6427,956219,582570,218629,169618,49011,155020,1993,153027,20558,15002,5556,249,5307,46513,38833,28835,1
7,0,6,6,7.2,31.3,24.8,36.7,36124,1118136,206,7169,7681,66962562,47879652,36796,45295,30387,6949,687,185,6077,7959,1042620,578290,152975,103682,49293,311355,43263,268092,22722,16053,6669,727,5942,45886,36024,45118,5
3,0,7,11,15.5,41.2,28.9,14.5,379928,211817,82221,4786,660,76775,85890,10399,36535,20369,7907,460,63,7383,8259,236036,139311,35899,24714,11185,60826,36117,24709,7712,4723,2989,1004,1985,30606,29496,12448,0
7,0,6,6,27.2,33.8,30.4,8.6,363960,201910,103728,17317,3246,83165,58322,14306,25441,14114,7251,1210,227,5813,4077,209014,111328,31371,23544,7827,66315,45284,21031,4608,3211,1397,228,1169,45359,34671,17991,0
6,0,2,2,4.9,15.3,25.4,54.3,15734011,10675269,2084202,188345,94237,1801620,2974540,349102,45070,30579,5970,540,270,5161,8521,12848732,9178783,2727420,2046741,680679,942529,27596,914933,245292,199008,46284,1058,45226,52381,46123,20230,564
2,0,6,5,18,38.9,27.7,15.4,825529,468299,207772,9569,1447,196756,149458,22843,36139,20501,9096,419,63,8613,6543,451314,301206,84545,61833,22712,65563,29164,36399,14327,10543,3784,1101,2683,31501,28569,13567,2
2,0,4,5,22.1,29.7,22.8,25.4,1661489,1069435,297534,38779,4210,254545,294520,65768,25263,16261,4524,590,64,3870,4478,1024504,746093,192527,144770,47757,85884,16393,69491,32071,25590,6481,564,5917,31945,29156,11744,1
1,0,7,8,23.2,35,29.2,12.7,935962,551007,236294,17470,3237,215587,148661,36056,25959,15282,6554,485,90,5979,4123,669542,475034,116242,79717,36525,78266,16122,62144,20942,15418,5524,1100,4424,31971,30810,14047,1
5,0,2,2,13.7,33,26.7,26.6,10705833,6577451,2491054,258347,303523,1929184,1637328,274761,38964,23939,9066,940,1105,7021,5959,8182340,5985605,1466372,988895,477477,730363,16599,713764,171005,142285,28720,365,28355,47849,42068,25172,17
10,0,1,1,11,41.1,31.4,16.5,631080,406801,135546,12820,712,122014,88733,17922,35213,22698,7563,715,40,6808,4951,166337,101098,31182,24041,7141,34057,2286,31771,5351,3060,2291,253,2038,31085,33039,15589,2
5,0,4,3,15,27.5,38.5,19,1622652,655849,681029,51046,16157,613826,285774,53572,30289,12242,12712,953,302,11458,5334,757886,540043,148740,107903,40837,69103,-1628,70731,20544,14546,5998,205,5793,36891,37127,12210,1
9,0,2,2,18.2,42.1,25.4,14.4,758059,378280,250322,29862,3970,216490,129457,25588,29626,14783,9783,1167,155,8461,5059,488324,299566,105287,83098,22189,83471,52820,30651,9525,7166,2359,234,2125,51268,41804,14424,0
8,0,8,7,7.1,25.4,46.1,21.4,112628,55949,28753,2531,1179,25043,27926,3030,37171,18465,9489,835,389,8265,9217,36017,19591,9630,8422,1208,6796,1981,4815,1074,592,482,37,445,33535,33093,10820,1
1,0,6,6,25.8,40.1,25.6,8.4,626760,393513,149065,17729,853,130483,84182,28506,21987,13805,5229,622,30,4577,2953,343632,249743,71472,53705,17767,22417,137,22280,9615,7985,1630,365,1265,35739,31277,17613,0
10,0,2,2,15.2,36.7,21.7,26.5,24866409,16428679,4334943,330918,66370,3937655,4102787,536534,46346,30620,8080,617,124,7339,7647,17211022,10728552,2798186,1923842,874344,3684284,233740,3450544,324102,249545,74557,5090,69467,53104,42992,49672,148
3,0,3,2,19.8,30,33,17.2,3949903,2395674,869568,62317,10099,797152,684661,118834,33239,20160,7318,524,85,6708,5761,2218830,1644217,345726,236810,108916,228887,-7637,236524,63208,45844,17364,2441,14923,35104,35865,15850,10
10,0,4,5,13,34.3,31.6,21.1,1857034,1162702,341637,32470,5160,304007,352695,42964,43223,27062,7952,756,120,7076,8209,1492109,1119225,263919,177402,86517,108965,2588,106377,28462,24499,3963,613,3350,52425,45685,31754,6
3,0,6,6,29.8,32.4,25.6,12.1,856976,501148,219792,18267,4969,196556,136036,29123,29426,17208,7547,627,171,6749,4671,512738,383319,98233,70398,27835,31186,-5325,36511,16369,13118,3251,833,2418,31324,29221,15100,0
10,0,7,8,16,39.2,24,20.8,1141448,627103,342446,29869,2030,310547,171899,33846,33725,18528,10118,882,60,9175,5079,684933,437956,132757,101386,31371,114220,33116,81104,16098,12456,3642,779,2863,42548,35160,28328,0
1,0,9,11,28.6,39.4,18.6,13.5,202291,124580,49857,6919,616,42322,27854,9165,22072,13593,5440,755,67,4618,3039,90265,58978,15572,11483,4089,15715,7832,7883,2908,2010,898,198,700,31040,29342,11261,0
2,0,6,6,31.5,40.2,19.5,8.8,630860,360480,206746,24287,2555,179904,63634,25541,24700,14114,8095,951,100,7044,2491,335577,223127,65662,49107,16555,46788,-5106,51894,11365,8104,3261,689,2572,29527,27533,20177,1
0,0,6,6,35,35.9,17.1,12,246872,129439,66855,8390,770,57695,50578,10553,23394,12266,6335,795,73,5467,4793,151483,97091,26699,19951,6748,27693,12276,15417,4967,3793,1174,306,868,30498,25597,17762,0
10,0,7,10,28.6,34.9,25.2,11.4,778925,279576,410482,48654,2610,359218,88867,27507,28317,10164,14923,1769,95,13059,3231,329728,237675,69503,50791,18712,22550,-176,22726,8258,6834,1424,27,1397,39928,34778,16268,0
